"File Names",Article,References,Reviewer,Category,"String Cite"
"Science Advances 50","L. J. Zuo, H. X. Guo, D. W. deQuilettes, S. Jariwala, N. De Marco, S. Q. Dong, R. DeBlock, D. S. Ginger, B. Dunn, M. K. Wang and Y. Yang	2017	Polymer-modified halide perovskite films for efficient and stable planar heterojunction solar cells		Science Advances			3		8						Aug			Polymer-modified halide perovskite films for efficient and stable planar heterojunction solar cells		2375-2548										UNSP e1700106		WOS:000411589900058					Times Cited: 98","     Matteocci F, 2015, ACS APPL MATER INTER, V7, P26176, DOI 10.1021/acsami.5b08038",Neal,"Fully Substantiated",Yes
"Proceedings 01","A. Alon, H. R. Schmidt, M. D. Wood, J. J. Sahn, S. F. Martin and A. C. Kruse	2017	Identification of the gene that codes for the sigma(2) receptor		Proceedings of the National Academy of Sciences of the United States of America			114		27	7160-7165					Jul			Identification of the gene that codes for the sigma(2) receptor		0027-8424												WOS:000404576100080					Times Cited: 51","     Chu J, 2014, NAT METHODS, V11, P572, DOI [10.1038/NMETH.2888, 10.1038/nmeth.2888]",Aaron,"Impossible to Substantiate",No
"Proceedings 02","A. P. Gumsley, K. R. Chamberlain, W. Bleeker, U. Soderlund, M. D. O. Kock, E. R. Larsson and A. Bekker	2017	Timing and tempo of the Great Oxidation Event		Proceedings of the National Academy of Sciences of the United States of America			114		8	1811-1816					Feb			Timing and tempo of the Great Oxidation Event		0027-8424												WOS:000395099500049					Times Cited: 66","     Rooney AD, 2015, GEOLOGY, V43, P459, DOI 10.1130/G36511.1",Neal,"Fully Substantiated",No
"Proceedings 03","B. Niu, J. N. Paulson, X. Q. Zheng and R. Kolter	2017	Simplified and representative bacterial community of maize roots		Proceedings of the National Academy of Sciences of the United States of America			114		12	E2450-E2459					Mar			Simplified and representative bacterial community of maize roots		0027-8424												WOS:000396893600024					Times Cited: 56","     Chauhan PS, 2011, J BASIC MICROB, V51, P15, DOI 10.1002/jobm.201000171",Aaron,"Fully Substantiated",Yes
"Proceedings 04","B. Niu, J. N. Paulson, X. Q. Zheng and R. Kolter	2017	Simplified and representative bacterial community of maize roots		Proceedings of the National Academy of Sciences of the United States of America			114		12	E2450-E2459					Mar			Simplified and representative bacterial community of maize roots		0027-8424												WOS:000396893600024					Times Cited: 56","     Swenson W, 2000, P NATL ACAD SCI USA, V97, P9110, DOI 10.1073/pnas.150237597",Neal,"Fully Substantiated",Yes
"Proceedings 05","B. Niu, J. N. Paulson, X. Q. Zheng and R. Kolter	2017	Simplified and representative bacterial community of maize roots		Proceedings of the National Academy of Sciences of the United States of America			114		12	E2450-E2459					Mar			Simplified and representative bacterial community of maize roots		0027-8424												WOS:000396893600024					Times Cited: 56","     Welch JLM, 2016, P NATL ACAD SCI USA, V113, pE791, DOI 10.1073/pnas.1522149113",Aaron,"Fully Substantiated",Yes
"Proceedings 06","B. W. Griscom, J. Adams, P. W. Ellis, R. A. Houghton, G. Lomax, D. A. Miteva, W. H. Schlesinger, D. Shoch, J. V. Siikamaki, P. Smith, P. Woodbury, C. Zganjar, A. Blackman, J. Campari, R. T. Conant, C. Delgado, P. Elias, T. Gopalakrishna, M. R. Hamsik, M. Herrero, J. Kiesecker, E. Landis, L. Laestadius, S. M. Leavitt, S. Minnemeyer, S. Polasky, P. Potapov, F. E. Putz, J. Sanderman, M. Silvius, E. Wollenberg and J. Fargione	2017	Natural climate solutions		Proceedings of the National Academy of Sciences of the United States of America			114		44	11645-11650					Oct			Natural climate solutions		0027-8424												WOS:000414127400051					Times Cited: 99","     Friedlingstein P, 2015, PHILOS T R SOC A, V373, DOI 10.1098/rsta.2014.0421",Neal,Unsubstantiated,No
"Proceedings 07","B. W. Griscom, J. Adams, P. W. Ellis, R. A. Houghton, G. Lomax, D. A. Miteva, W. H. Schlesinger, D. Shoch, J. V. Siikamaki, P. Smith, P. Woodbury, C. Zganjar, A. Blackman, J. Campari, R. T. Conant, C. Delgado, P. Elias, T. Gopalakrishna, M. R. Hamsik, M. Herrero, J. Kiesecker, E. Landis, L. Laestadius, S. M. Leavitt, S. Minnemeyer, S. Polasky, P. Potapov, F. E. Putz, J. Sanderman, M. Silvius, E. Wollenberg and J. Fargione	2017	Natural climate solutions		Proceedings of the National Academy of Sciences of the United States of America			114		44	11645-11650					Oct			Natural climate solutions		0027-8424												WOS:000414127400051					Times Cited: 99","     Smith P, 2013, GLOBAL CHANGE BIOL, V19, P2285, DOI 10.1111/gcb.12160",Aaron,"Fully Substantiated",Yes
"Proceedings 08","C. B. d'Amour, F. Reitsma, G. Baiocchi, S. Barthel, B. Guneralp, K. H. Erb, H. Haberl, F. Creutzig and K. C. Seto	2017	Future urban land expansion and implications for global croplands		Proceedings of the National Academy of Sciences of the United States of America			114		34	8939-8944					Aug			Future urban land expansion and implications for global croplands		0027-8424												WOS:000408095300033					Times Cited: 70","     Ramankutty N, 2008, GLOBAL BIOGEOCHEM CY, V22, DOI 10.1029/2007GB002952",Neal,"Fully Substantiated",No
"Proceedings 09","C. B. d'Amour, F. Reitsma, G. Baiocchi, S. Barthel, B. Guneralp, K. H. Erb, H. Haberl, F. Creutzig and K. C. Seto	2017	Future urban land expansion and implications for global croplands		Proceedings of the National Academy of Sciences of the United States of America			114		34	8939-8944					Aug			Future urban land expansion and implications for global croplands		0027-8424												WOS:000408095300033					Times Cited: 70","     Reardon T, 2011, J AGRIBUS DEV EMERG, V1, P134, DOI 10.1108/20440831111167155",Aaron,"Fully Substantiated",No
"Proceedings 10","D. C. Lin, J. Zhao, J. Sun, H. B. Yao, Y. Y. Liu, K. Yan and Y. Cui	2017	Three-dimensional stable lithium metal anode with nanoscale lithium islands embedded in ionically conductive solid matrix		Proceedings of the National Academy of Sciences of the United States of America			114		18	4613-4618					May			Three-dimensional stable lithium metal anode with nanoscale lithium islands embedded in ionically conductive solid matrix		0027-8424												WOS:000400358000033					Times Cited: 84","     Chou CY, 2011, J PHYS CHEM C, V115, P20018, DOI 10.1021/jp205484v",Neal,"Fully Substantiated",No
"Proceedings 11","F. F. Fu, Z. Y. Chen, Z. Zhao, H. Wang, L. R. Shang, Z. Z. Gu and Y. J. Zhao	2017	Bio-inspired self-healing structural color hydrogel		Proceedings of the National Academy of Sciences of the United States of America			114		23	5900-5905					Jun			Bio-inspired self-healing structural color hydrogel		0027-8424												WOS:000402703800044					Times Cited: 64","     Wang MS, 2015, ANGEW CHEM INT EDIT, V54, P7077, DOI 10.1002/anie.201501782",Aaron,"Fully Substantiated",Yes
"Proceedings 12","H. A. Dugan, S. L. Bartlett, S. M. Burke, J. P. Doubek, F. E. Krivak-Tetley, N. K. Skaff, J. C. Summers, K. J. Farrell, I. M. McCullough, A. M. Morales-Williams, D. C. Roberts, Z. Ouyang, F. Scordo, P. C. Hanson and K. C. Weathers	2017	Salting our freshwater lakes		Proceedings of the National Academy of Sciences of the United States of America			114		17	4453-4458					Apr			Salting our freshwater lakes		0027-8424												WOS:000399995600060					Times Cited: 53","     Chapra SC, 2009, J GREAT LAKES RES, V35, P272, DOI 10.1016/j.jglr.2008.11.013",Neal,"Fully Substantiated",Yes
"Proceedings 13","H. B. Li, J. P. Xiao, Q. Fu and X. H. Bao	2017	Confined catalysis under two-dimensional materials		Proceedings of the National Academy of Sciences of the United States of America			114		23	5930-5934					Jun			Confined catalysis under two-dimensional materials		0027-8424												WOS:000402703800049					Times Cited: 48","     Sastre G, 2009, J MOL CATAL A-CHEM, V305, P3, DOI 10.1016/j.molcata.2008.10.042",Aaron,"Fully Substantiated",Yes
"Proceedings 14","H. Q. Zhou, F. Yu, J. Y. Sun, R. He, S. Chen, C. W. Chu and Z. F. Ren	2017	Highly active catalyst derived from a 3D foam of Fe(PO3)(2)/Ni2P for extremely efficient water oxidation		Proceedings of the National Academy of Sciences of the United States of America			114		22	5607-5611					May			Highly active catalyst derived from a 3D foam of Fe(PO3)(2)/Ni2P for extremely efficient water oxidation		0027-8424												WOS:000402296700039					Times Cited: 65","     Ma W, 2015, ACS NANO, V9, P1977, DOI 10.1021/nn5069836",Neal,"Fully Substantiated",Yes
"Proceedings 15","H. Wang, S. Q. Hu, X. Chen, H. P. Shi, C. Chen, L. J. Sun and Z. J. J. Chen	2017	cGAS is essential for the antitumor effect of immune checkpoint blockade		Proceedings of the National Academy of Sciences of the United States of America			114		7	1637-1642					Feb			cGAS is essential for the antitumor effect of immune checkpoint blockade		0027-8424												WOS:000393989300070					Times Cited: 57","     Li XD, 2013, SCIENCE, V341, P1390, DOI 10.1126/science.1244040",Aaron,"Fully Substantiated",No
"Proceedings 16","I. H. Chen, L. Xue, C. C. Hsu, J. S. P. Paez, L. Pan, H. Andaluz, M. K. Wendt, A. B. Iliuk, J. K. Zhu and W. A. Tao	2017	Phosphoproteins in extracellular vesicles as candidate markers for breast cancer		Proceedings of the National Academy of Sciences of the United States of America			114		12	3175-3180					Mar			Phosphoproteins in extracellular vesicles as candidate markers for breast cancer		0027-8424												WOS:000396893600069					Times Cited: 53","     Olsen JV, 2006, CELL, V127, P635, DOI 10.1016/j.cell.2006.09.026",Neal,"Fully Substantiated",Yes
"Proceedings 17","I. J. Wallace, S. Worthington, D. T. Felson, R. D. Jurmain, K. T. Wren, H. Maijanen, R. J. Woods and D. E. Lieberman	2017	Knee osteoarthritis has doubled in prevalence since the mid-20th century		Proceedings of the National Academy of Sciences of the United States of America			114		35	9332-9336					Aug			Knee osteoarthritis has doubled in prevalence since the mid-20th century		0027-8424												WOS:000408536000042					Times Cited: 47","     Waldron T., 1991, INT J OSTEOARCHAEOL, V1, P49",Aaron,"Fully Substantiated",No
"Proceedings 18","J. Alonso-Mora, S. Samaranayake, A. Wallar, E. Frazzoli and D. Rus	2017	On-demand high-capacity ride-sharing via dynamic trip-vehicle assignment		Proceedings of the National Academy of Sciences of the United States of America			114		3	462-467					Jan			On-demand high-capacity ride-sharing via dynamic trip-vehicle assignment		0027-8424												WOS:000392095800031					Times Cited: 50","     Cordeau JF, 2006, OPER RES, V54, P573, DOI 10.1287/opre.1060.0283",Neal,"Fully Substantiated",No
"Proceedings 19","J. Janouskovec, G. S. Gavelis, F. Burki, D. Dinh, T. R. Bachvaroff, S. G. Gornik, K. J. Bright, B. Imanian, S. L. Strom, C. F. Delwiche, R. F. Waller, R. A. Fensome, B. S. Leander, F. L. Rohwer and J. F. Saldarriaga	2017	Major transitions in dinoflagellate evolution unveiled by phylotranscriptomics		Proceedings of the National Academy of Sciences of the United States of America			114		2	E171-E180					Jan			Major transitions in dinoflagellate evolution unveiled by phylotranscriptomics		0027-8424												WOS:000391439300009					Times Cited: 57","     Brocks JJ, 2003, GEOCHIM COSMOCHIM AC, V67, P4321, DOI 10.1016/S0016-7037(03)00209-6",Aaron,"Fully Substantiated",No
"Proceedings 20","J. Mao, J. Shuai, S. W. Song, Y. X. Wu, R. Dally, J. W. Zhou, Z. H. Liu, J. F. Sun, Q. Y. Zhang, C. dela Cruz, S. Wilson, Y. Z. Pei, D. J. Singh, G. Chen, C. W. Chu and Z. F. Ren	2017	Manipulation of ionized impurity scattering for achieving high thermoelectric performance in n-type Mg3Sb2-based materials		Proceedings of the National Academy of Sciences of the United States of America			114		40	10548-10553					Oct			Manipulation of ionized impurity scattering for achieving high thermoelectric performance in n-type Mg3Sb2-based materials		0027-8424												WOS:000412130500041					Times Cited: 46","     Wang SY, 2015, ADV FUNCT MATER, V25, P6660, DOI 10.1002/adfm.201502782",Neal,"Fully Substantiated",No
"Proceedings 21","J. P. Perdew, W. T. Yang, K. Burke, Z. H. Yang, E. K. U. Gross, M. Scheffler, G. E. Scuseria, T. M. Henderson, I. Y. Zhang, A. Ruzsinszky, H. W. Peng, J. W. Sun, E. Trushin and A. Gorling	2017	Understanding band gaps of solids in generalized Kohn-Sham theory		Proceedings of the National Academy of Sciences of the United States of America			114		11	2801-2806					Mar			Understanding band gaps of solids in generalized Kohn-Sham theory		0027-8424												WOS:000396094200028					Times Cited: 61","     Carrier P, 2007, PHYS REV B, V75, DOI 10.1103/PhysRevB.75.205126",Aaron,"Impossible to Substantiate",No
"Proceedings 22","J. P. Perdew, W. T. Yang, K. Burke, Z. H. Yang, E. K. U. Gross, M. Scheffler, G. E. Scuseria, T. M. Henderson, I. Y. Zhang, A. Ruzsinszky, H. W. Peng, J. W. Sun, E. Trushin and A. Gorling	2017	Understanding band gaps of solids in generalized Kohn-Sham theory		Proceedings of the National Academy of Sciences of the United States of America			114		11	2801-2806					Mar			Understanding band gaps of solids in generalized Kohn-Sham theory		0027-8424												WOS:000396094200028					Times Cited: 61","Yang Z, Peng H, Sun J, Perdew JP (2016) More realistic band gaps from metageneralized gradient approximations: Only in a generalized Kohn-Sham scheme. Phys Rev B 93(205205):1–9",Neal,"Fully Substantiated",Yes
"Proceedings 23","K. Berer, L. A. Gerdes, E. Cekanaviciute, X. M. Jia, L. Xiao, Z. Xia, C. Liu, L. Klotz, U. Stauffer, S. E. Baranzini, T. Kumpfel, R. Hohlfeld, G. Krishnamoorthy and H. Wekerle	2017	Gut microbiota from multiple sclerosis patients enables spontaneous autoimmune encephalomyelitis in mice		Proceedings of the National Academy of Sciences of the United States of America			114		40	10719-10724					Oct			Gut microbiota from multiple sclerosis patients enables spontaneous autoimmune encephalomyelitis in mice		0027-8424												WOS:000412130500070					Times Cited: 85","     Martinez-Forero I, 2008, EUR J IMMUNOL, V38, P576, DOI 10.1002/eji.200737271",Aaron,"Fully Substantiated",Yes
"Proceedings 24","K. Berer, L. A. Gerdes, E. Cekanaviciute, X. M. Jia, L. Xiao, Z. Xia, C. Liu, L. Klotz, U. Stauffer, S. E. Baranzini, T. Kumpfel, R. Hohlfeld, G. Krishnamoorthy and H. Wekerle	2017	Gut microbiota from multiple sclerosis patients enables spontaneous autoimmune encephalomyelitis in mice		Proceedings of the National Academy of Sciences of the United States of America			114		40	10719-10724					Oct			Gut microbiota from multiple sclerosis patients enables spontaneous autoimmune encephalomyelitis in mice		0027-8424												WOS:000412130500070					Times Cited: 85","     Rothhammer V, 2016, NAT MED, V22, P586, DOI 10.1038/nm.4106",Neal,"Fully Substantiated",Yes
"Proceedings 25","K. E. Lyke, A. S. Ishizuka, A. A. Berry, S. Chakravarty, A. DeZure, M. E. Enama, E. R. James, P. F. Billingsley, A. Gunasekera, A. Manoj, M. Li, A. J. Ruben, T. Li, A. G. Eappen, R. E. Stafford, K. C. Natasha, T. Murshedkar, F. H. Mendoza, I. J. Gordon, K. L. Zephir, L. A. Holman, S. H. Plummer, C. S. Hendel, L. Novik, P. J. M. Costner, J. G. Saunders, N. M. Berkowitz, B. J. Flynn, M. C. Nason, L. S. Garver, M. B. Laurens, C. V. Plowe, T. L. Richie, B. S. Graham, M. Roederer, B. K. L. Sim, J. E. Ledgerwood, S. L. Hoffman and R. A. Seder	2017	Attenuated PfSPZ Vaccine induces strain-transcending T cells and durable protection against heterologous controlled human malaria infection		Proceedings of the National Academy of Sciences of the United States of America			114		10	2711-2716					Mar			Attenuated PfSPZ Vaccine induces strain-transcending T cells and durable protection against heterologous controlled human malaria infection		0027-8424												WOS:000395511400087					Times Cited: 51","     Murphy SC, 2013, P NATL ACAD SCI USA, V110, P6055, DOI 10.1073/pnas.1303834110",Aaron,"Fully Substantiated",Yes
"Proceedings 26","K. Kim, A. DaSilva, S. Huang, B. Fallahazad, S. Larentis, T. Taniguchi, K. Watanabe, B. J. Leroy, A. H. MacDonald and E. Tutuc	2017	Tunable moire bands and strong correlations in small-twist-angle bilayer graphene		Proceedings of the National Academy of Sciences of the United States of America			114		13	3364-3369					Mar			Tunable moire bands and strong correlations in small-twist-angle bilayer graphene		0027-8424												WOS:000397607300054					Times Cited: 53","     Wong D, 2015, PHYS REV B, V92, DOI 10.1103/PhysRevB.92.155409",Neal,"Fully Substantiated",Yes
"Proceedings 27","K. L. Wu, Z. X. Chen, J. Li, X. F. Li, J. Z. Xu and X. H. Dong	2017	Wettability effect on nanoconfined water flow		Proceedings of the National Academy of Sciences of the United States of America			114		13	3358-3363					Mar			Wettability effect on nanoconfined water flow		0027-8424												WOS:000397607300053					Times Cited: 83","     Scatena LF, 2001, SCIENCE, V292, P908, DOI 10.1126/science.1059514",Aaron,"Fully Substantiated",Yes
"Proceedings 28","K. Y. Shi, E. Mori, Z. F. Nizami, Y. Lin, M. Kato, S. H. Xiang, L. C. Wu, M. Ding, Y. H. Yu, J. G. Gall and S. L. McKnight	2017	Toxic PRn poly-dipeptides encoded by the C9orf72 repeat expansion block nuclear import and export		Proceedings of the National Academy of Sciences of the United States of America			114		7	E1111-E1117					Feb			Toxic PRn poly-dipeptides encoded by the C9orf72 repeat expansion block nuclear import and export		0027-8424												WOS:000393989300011					Times Cited: 56","     Kovar H, 2011, SARCOMA, V2011, DOI DOI 10.1155/2011/837474",Neal,Unsubstantiated,Yes
"Proceedings 29","M. Alberti, C. Correa, J. M. Marzluff, A. P. Hendry, E. P. Palkovacs, K. M. Gotanda, V. M. Hunt, T. M. Apgar and Y. Y. Zhou	2017	Global urban signatures of phenotypic change in animal and plant populations		Proceedings of the National Academy of Sciences of the United States of America			114		34	8951-8956					Aug			Global urban signatures of phenotypic change in animal and plant populations		0027-8424												WOS:000408095300035					Times Cited: 64","     MCMAHON RF, 1976, COMP BIOCHEM PHYS A, V55, P23, DOI 10.1016/0300-9629(76)90117-1",Aaron,"Fully Substantiated",No
"Proceedings 30","M. D. Bartlett, N. Kazem, M. J. Powell-Palm, X. N. Huang, W. H. Sun, J. A. Malen and C. Majidi	2017	High thermal conductivity in soft elastomers with elongated liquid metal inclusions		Proceedings of the National Academy of Sciences of the United States of America			114		9	2143-2148					Feb			High thermal conductivity in soft elastomers with elongated liquid metal inclusions		0027-8424												WOS:000395101200035					Times Cited: 62","     ZELLER RC, 1971, PHYS REV B, V4, P2029, DOI 10.1103/PhysRevB.4.2029",Neal,Unsubstantiated,Yes
"Proceedings 31","M. Reiher, N. Wiebe, K. M. Svore, D. Wecker and M. Troyer	2017	Elucidating reaction mechanisms on quantum computers		Proceedings of the National Academy of Sciences of the United States of America			114		29	7555-7560					Jul			Elucidating reaction mechanisms on quantum computers		0027-8424												WOS:000405662300050					Times Cited: 47","     Helgaker T., 2000, MOL ELECT STRUCTURE",Aaron,"Fully Substantiated",No
"Proceedings 32","Q. Zhang, K. Y. Sun, M. Chinazzi, A. P. Y. Piontti, N. E. Dean, D. P. Rojas, S. Merler, D. Mistry, P. Poletti, L. Rossi, M. Bray, M. E. Halloran, I. M. Longini and A. Vespignani	2017	Spread of Zika virus in the Americas		Proceedings of the National Academy of Sciences of the United States of America			114		22	E4334-E4343					May			Spread of Zika virus in the Americas		0027-8424												WOS:000402296700006					Times Cited: 60","     Musso D, 2014, EUROSURVEILLANCE, V19, P6, DOI 10.2807/1560-7917.ES2014.19.14.20761",Neal,"Fully Substantiated",No
"Proceedings 33","S. A. Conos, K. W. W. Chen, D. De Nardo, H. Hara, L. Whitehead, G. Nunez, S. L. Masters, J. M. Murphy, K. Schroder, D. L. Vaux, K. E. Lawlor, L. M. Lindqvist and J. E. Vince	2017	Active MLKL triggers the NLRP3 inflammasome in a cell-intrinsic manner		Proceedings of the National Academy of Sciences of the United States of America			114		6	E961-E969					Feb			Active MLKL triggers the NLRP3 inflammasome in a cell-intrinsic manner		0027-8424												WOS:000393422200010					Times Cited: 59","     Kayagaki N, 2015, NATURE, V526, P666, DOI 10.1038/nature15541",Aaron,"Fully Substantiated",Yes
"Proceedings 34","S. A. Conos, K. W. W. Chen, D. De Nardo, H. Hara, L. Whitehead, G. Nunez, S. L. Masters, J. M. Murphy, K. Schroder, D. L. Vaux, K. E. Lawlor, L. M. Lindqvist and J. E. Vince	2017	Active MLKL triggers the NLRP3 inflammasome in a cell-intrinsic manner		Proceedings of the National Academy of Sciences of the United States of America			114		6	E961-E969					Feb			Active MLKL triggers the NLRP3 inflammasome in a cell-intrinsic manner		0027-8424												WOS:000393422200010					Times Cited: 59","     Smith CCT, 2007, CARDIOVASC DRUG THER, V21, P227, DOI 10.1007/s10557-007-6035-1",Neal,"Fully Substantiated",Yes
"Proceedings 35","S. J. Zost, K. Parkhouse, M. E. Gumina, K. Kim, S. D. Perez, P. C. Wilson, J. J. Treanor, A. J. Sant, S. Cobey and S. E. Hensley	2017	Contemporary H3N2 influenza viruses have a glycosylation site that alters binding of antibodies elicited by egg-adapted vaccine strains		Proceedings of the National Academy of Sciences of the United States of America			114		47	12578-12583					Nov			Contemporary H3N2 influenza viruses have a glycosylation site that alters binding of antibodies elicited by egg-adapted vaccine strains		0027-8424												WOS:000416503700072					Times Cited: 70","     WRIGLEY NG, 1983, VIROLOGY, V131, P308, DOI 10.1016/0042-6822(83)90499-3",Aaron,"Fully Substantiated",Yes
"Proceedings 36","T. Cheng, H. Xiao and W. A. Goddard	2017	Full atomistic reaction mechanism with kinetics for CO reduction on Cu(100) from ab initio molecular dynamics free-energy calculations at 298 K		Proceedings of the National Academy of Sciences of the United States of America			114		8	1795-1800					Feb			Full atomistic reaction mechanism with kinetics for CO reduction on Cu(100) from ab initio molecular dynamics free-energy calculations at 298 K		0027-8424												WOS:000395099500046					Times Cited: 53","     Grimme S, 2010, J CHEM PHYS, V132, DOI [10.1063/1.3382344, 10.1002/jcc.20495]",Neal,"Impossible to Substantiate",No
"Proceedings 37","T. Lei, M. Guan, J. Liu, H. C. Lin, R. Pfattner, L. Shaw, A. F. McGuire, T. C. Huang, L. L. Shao, K. T. Cheng, J. B. H. Tok and Z. N. Bao	2017	Biocompatible and totally disintegrable semiconducting polymer for ultrathin and ultralightweight transient electronics		Proceedings of the National Academy of Sciences of the United States of America			114		20	5107-5112					May			Biocompatible and totally disintegrable semiconducting polymer for ultrathin and ultralightweight transient electronics		0027-8424												WOS:000401314700044					Times Cited: 55","     Oh JY, 2016, NATURE, V539, P411, DOI 10.1038/nature20102",Aaron,Unsubstantiated,No
"Proceedings 38","V. Alba and P. Calabrese	2017	Entanglement and thermodynamics after a quantum quench in integrable systems		Proceedings of the National Academy of Sciences of the United States of America			114		30	7947-7951					Jul			Entanglement and thermodynamics after a quantum quench in integrable systems		0027-8424												WOS:000406189900062					Times Cited: 50","     Rigol M, 2012, PHYS REV LETT, V108, DOI 10.1103/PhysRevLett.108.110601",Neal,"Fully Substantiated",Yes
"Proceedings 39","V. Prima, L. N. Kaliberova, S. Kaliberov, D. T. Curiel and S. Kusmartsev	2017	COX2/mPGES1/PGE(2) pathway regulates PD-L1 expression in tumor-associated macrophages and myeloid-derived suppressor cells		Proceedings of the National Academy of Sciences of the United States of America			114		5	1117-1122					Jan			COX2/mPGES1/PGE(2) pathway regulates PD-L1 expression in tumor-associated macrophages and myeloid-derived suppressor cells		0027-8424												WOS:000393196300089					Times Cited: 57","     Kusmartsev S, 2009, NAT REV UROL, V6, P540, DOI 10.1038/nrurol.2009.177",Aaron,"Fully Substantiated",Yes
"Proceedings 40","W. H. Xu, Y. Xiao, J. J. Zhang, W. Yang, L. Zhang, V. Hull, Z. Wang, H. Zheng, J. G. Liu, S. Polasky, L. Jiang, X. W. Shi, E. M. Rao, F. Lu, X. K. Wang, G. C. Daily and Z. Y. Ouyang	2017	Strengthening protected areas for biodiversity and ecosystem services in China		Proceedings of the National Academy of Sciences of the United States of America			114		7	1601-1606					Feb			Strengthening protected areas for biodiversity and ecosystem services in China		0027-8424												WOS:000393989300064					Times Cited: 71","     Ehrlich PR, 2012, NATURE, V486, P68, DOI 10.1038/nature11157",Neal,Unsubstantiated,No
"Proceedings 41","W. J. Hadden, J. L. Young, A. W. Holle, M. L. McFetridge, D. Y. Kim, P. Wijesinghe, H. Taylor-Weiner, J. H. Wen, A. R. Lee, K. Bieback, B. N. Vo, D. D. Sampson, B. F. Kennedy, J. P. Spatz, A. J. Engler and Y. S. Choi	2017	Stem cell migration and mechanotransduction on linear stiffness gradient hydrogels		Proceedings of the National Academy of Sciences of the United States of America			114		22	5647-5652					May			Stem cell migration and mechanotransduction on linear stiffness gradient hydrogels		0027-8424												WOS:000402296700046					Times Cited: 51","     Lo CM, 2000, BIOPHYS J, V79, P144, DOI 10.1016/S0006-3495(00)76279-5",Aaron,"Fully Substantiated",No
"Proceedings 42","W. J. Hadden, J. L. Young, A. W. Holle, M. L. McFetridge, D. Y. Kim, P. Wijesinghe, H. Taylor-Weiner, J. H. Wen, A. R. Lee, K. Bieback, B. N. Vo, D. D. Sampson, B. F. Kennedy, J. P. Spatz, A. J. Engler and Y. S. Choi	2017	Stem cell migration and mechanotransduction on linear stiffness gradient hydrogels		Proceedings of the National Academy of Sciences of the United States of America			114		22	5647-5652					May			Stem cell migration and mechanotransduction on linear stiffness gradient hydrogels		0027-8424												WOS:000402296700046					Times Cited: 51","     Watt KI, 2010, BIOCHEM BIOPH RES CO, V393, P619, DOI 10.1016/j.bbrc.2010.02.034",Neal,"Fully Substantiated",No
"Proceedings 43","X. Lin, Y. Yang, N. Rivera, J. J. Lopez, Y. C. Shen, I. Kaminer, H. S. Chen, B. L. Zhang, J. D. Joannopoulos and M. Soljacic	2017	All-angle negative refraction of highly squeezed plasmon and phonon polaritons in graphene-boron nitride heterostructures		Proceedings of the National Academy of Sciences of the United States of America			114		26	6717-6721					Jun			All-angle negative refraction of highly squeezed plasmon and phonon polaritons in graphene-boron nitride heterostructures		0027-8424												WOS:000404108400047					Times Cited: 55","     Dai S, 2015, NAT NANOTECHNOL, V10, P682, DOI [10.1038/NNANO.2015.131, 10.1038/nnano.2015.131]",Aaron,"Impossible to Substantiate",Yes
"Proceedings 45","Y. M. Wu, C. Whiteus, C. S. Xu, K. J. Hayworth, R. J. Weinberg, H. F. Hess and P. De Camilli	2017	Contacts between the endoplasmic reticulum and other membranes in neurons		Proceedings of the National Academy of Sciences of the United States of America			114		24	E4859-E4867					Jun			Contacts between the endoplasmic reticulum and other membranes in neurons		0027-8424												WOS:000403179300018					Times Cited: 74","     Xu CS, 2017, ELIFE, V6, DOI 10.7554/eLife.25916",Aaron,"Impossible to Substantiate",No
"Proceedings 44","Y. M. Wu, C. Whiteus, C. S. Xu, K. J. Hayworth, R. J. Weinberg, H. F. Hess and P. De Camilli	2017	Contacts between the endoplasmic reticulum and other membranes in neurons		Proceedings of the National Academy of Sciences of the United States of America			114		24	E4859-E4867					Jun			Contacts between the endoplasmic reticulum and other membranes in neurons		0027-8424												WOS:000403179300018					Times Cited: 74","     Henne WM, 2015, J CELL BIOL, V210, P541, DOI 10.1083/jcb.201503088",Neal,"Fully Substantiated",Yes
"Proceedings 46","Y. Rakita, O. Bar-Elli, E. Meirzadeh, H. Kaslasi, Y. Peleg, G. Hodes, I. Lubomirsky, D. Oron, D. Ehre and D. Cahen	2017	Tetragonal CH3NH3PbI3 is ferroelectric		Proceedings of the National Academy of Sciences of the United States of America			114		28	E5504-E5512					Jul			Tetragonal CH3NH3PbI3 is ferroelectric		0027-8424												WOS:000405177100006					Times Cited: 54","     ONODAYAMAMURO N, 1992, J PHYS CHEM SOLIDS, V53, P277, DOI 10.1016/0022-3697(92)90056-J",Neal,"Partially substantiated",No
